"Front","Back","Tags"
"<b>Bij driehoek-schakeling geldt: I_lijn =</b><br><br><b>A:</b> √3 × I_fase<br><b>B:</b> I_fase / √3<br><b>C:</b> I_fase<br><b>D:</b> 3 × I_fase<br>","<b>✅ CORRECT ANTWOORD: √3 × I_fase</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 8 - Driehoek-schakeling<br>
<b>📖 Holmes:</b> Hoofdstuk 8 §8.5<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( I_{lijn} = \sqrt{3} \cdot I_{fase} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: I_fase / √3</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: I_fase</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: 3 × I_fase</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::ster-driehoek;type::berekening;prioriteit::hoog"
"<b>Bij driefase met cos φ = 1 is P =</b><br><br><b>A:</b> √3 × U_lijn × I_lijn<br><b>B:</b> U_lijn × I_lijn<br><b>C:</b> 3 × U_fase × I_fase<br><b>D:</b> Opties 1 en 3<br>","<b>✅ CORRECT ANTWOORD: Opties 1 en 3</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 6 - Arbeidsfactor<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \cos\varphi = \frac{P}{S} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: √3 × U_lijn × I_lijn</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: U_lijn × I_lijn</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: 3 × U_fase × I_fase</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::driefase;topic::vermogen;topic::arbeidsfactor;type::berekening;prioriteit::examen-kritisch"
"<b>Bij RLC serie resonantie is:</b><br><br><b>A:</b> Alle opties correct<br><b>B:</b> X_L = X_C<br><b>C:</b> Z minimaal<br><b>D:</b> cos φ = 1<br>","<b>✅ CORRECT ANTWOORD: Alle opties correct</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Alle opties correct</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>X_L = X_C</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Z minimaal</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>cos φ = 1</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::rlc-netwerken;topic::arbeidsfactor;topic::resonantie;type::berekening;prioriteit::examen-kritisch"
"<b>Bij RLC parallel resonantie is:</b><br><br><b>A:</b> Alle opties correct<br><b>B:</b> X_L = X_C<br><b>C:</b> Z maximaal<br><b>D:</b> I minimaal<br>","<b>✅ CORRECT ANTWOORD: Alle opties correct</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Alle opties correct</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>X_L = X_C</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Z maximaal</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>I minimaal</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::rlc-netwerken;topic::resonantie;type::berekening;prioriteit::hoog"
"<b>Resonantiefrequentie bereken je met:</b><br><br><b>A:</b> f₀ = 1/(2π√LC)<br><b>B:</b> f₀ = 2π√LC<br><b>C:</b> f₀ = 1/√LC<br><b>D:</b> f₀ = √LC<br>","<b>✅ CORRECT ANTWOORD: f₀ = 1/(2π√LC)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 7 - Resonantie<br>
<b>📖 Holmes:</b> Hoofdstuk 9 §9.7<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( f_0 = \frac{1}{2\pi\sqrt{LC}} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: f₀ = 2π√LC</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: f₀ = 1/√LC</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: f₀ = √LC</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::resonantie;topic::resonantie;type::berekening;prioriteit::hoog"
"<b>Kwaliteitsfactor Q bij resonantie is:</b><br><br><b>A:</b> X_L / R = X_C / R<br><b>B:</b> R / X_L<br><b>C:</b> X_L × R<br><b>D:</b> R + X_L<br>","<b>✅ CORRECT ANTWOORD: X_L / R = X_C / R</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 3 - Capacitieve reactantie<br>
<b>📖 Holmes:</b> Hoofdstuk 6 §6.7<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( X_C = \frac{1}{2\pi f C} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: R / X_L</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: X_L × R</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: R + X_L</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::resonantie;topic::resonantie;type::berekening;prioriteit::hoog"
"<b>Impedantie Z bereken je met:</b><br><br><b>A:</b> Alle opties correct<br><b>B:</b> |Z| = √(R² + X²)<br><b>C:</b> Z = R + jX<br><b>D:</b> Z = U / I<br>","<b>✅ CORRECT ANTWOORD: Alle opties correct</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Alle opties correct</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>|Z| = √(R² + X²)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Z = R + jX</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Z = U / I</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::impedantie;type::berekening;prioriteit::examen-kritisch"
"<b>Fasehoek φ bereken je met:</b><br><br><b>A:</b> Alle opties correct<br><b>B:</b> φ = arctan(X/R)<br><b>C:</b> φ = arccos(R/Z)<br><b>D:</b> φ = arg(Z)<br>","<b>✅ CORRECT ANTWOORD: Alle opties correct</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 4 - Fasehoek<br>
<b>📖 Holmes:</b> Hoofdstuk 9 §9.7<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \varphi = \arctan\left(\frac{X}{R}\right) \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: φ = arctan(X/R)</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: φ = arccos(R/Z)</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: φ = arg(Z)</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","type::berekening;prioriteit::hoog"
"<b>Complex vermogen S bereken je met:</b><br><br><b>A:</b> S = U × I* (geconjugeerd)<br><b>B:</b> S = U × I<br><b>C:</b> S = P + jQ<br><b>D:</b> Opties 1 en 3<br>","<b>✅ CORRECT ANTWOORD: Opties 1 en 3</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Opties 1 en 3</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>S = U × I* (geconjugeerd)</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>S = U × I</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>S = P + jQ</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::vermogen;topic::vermogen;topic::p-q-s;type::berekening;prioriteit::examen-kritisch"
"<b>In de vermogensdriehoek geldt:</b><br><br><b>A:</b> S² = P² + Q²<br><b>B:</b> P² = S² + Q²<br><b>C:</b> Q² = P² + S²<br><b>D:</b> S = P + Q<br>","<b>✅ CORRECT ANTWOORD: S² = P² + Q²</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 6 - Vermogensdriehoek<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( S^2 = P^2 + Q^2 \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: P² = S² + Q²</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Q² = P² + S²</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: S = P + Q</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::vermogen;topic::vermogen;topic::p-q-s;topic::ster-driehoek;type::berekening;prioriteit::examen-kritisch"
"<b>Bij Kirchhoff knooppuntwet (KCL) geldt:</b><br><br><b>A:</b> Σ I_in = Σ I_uit (stroomsom = 0)<br><b>B:</b> Σ U = 0<br><b>C:</b> P_in = P_uit<br><b>D:</b> Alle opties<br>","<b>✅ CORRECT ANTWOORD: Σ I_in = Σ I_uit (stroomsom = 0)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 1 - Kirchhoff Knooppunt<br>
<b>📖 Holmes:</b> Hoofdstuk 1 §1.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \sum I = 0 \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Σ U = 0</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: P_in = P_uit</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Alle opties</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::kirchhoff;type::berekening;prioriteit::examen-kritisch"
"<b>Als Σ I_in = 5A en Σ I_uit = 15A + I_meter, dan is I_meter:</b><br><br><b>A:</b> -10A (stroomrichting omgekeerd)<br><b>B:</b> +10A<br><b>C:</b> 0A<br><b>D:</b> Onbepaald<br>","<b>✅ CORRECT ANTWOORD: -10A (stroomrichting omgekeerd)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>-10A (stroomrichting omgekeerd)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>+10A</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>0A</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Onbepaald</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::berekening;prioriteit::hoog"
"<b>Negatieve stroom bij knooppuntanalyse betekent:</b><br><br><b>A:</b> Gekozen richting is omgekeerd<br><b>B:</b> Fout in berekening<br><b>C:</b> Kortsluiting<br><b>D:</b> Open klem<br>","<b>✅ CORRECT ANTWOORD: Gekozen richting is omgekeerd</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Gekozen richting is omgekeerd</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Fout in berekening</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Kortsluiting</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Open klem</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::berekening;prioriteit::hoog"
"<b>Zelfinductie L bereken je uit e = -L·di/dt als:</b><br><br><b>A:</b> L = -e·dt/di<br><b>B:</b> L = e/i<br><b>C:</b> L = di/dt<br><b>D:</b> L = e·i<br>","<b>✅ CORRECT ANTWOORD: L = -e·dt/di</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>L = -e·dt/di</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>L = e/i</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>L = di/dt</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>L = e·i</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::berekening;prioriteit::hoog"
"<b>Als di/dt = -0,4 A/300ms en e = 800µV, dan L =:</b><br><br><b>A:</b> 600 µH<br><b>B:</b> 0,6 mH<br><b>C:</b> 60 mH<br><b>D:</b> 6 H<br>","<b>✅ CORRECT ANTWOORD: 600 µH</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>600 µH</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>0,6 mH</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>60 mH</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>6 H</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::berekening;prioriteit::hoog"
"<b>Bij wisselspanning (AC) wordt stroomsterkte bepaald door:</b><br><br><b>A:</b> Impedantie Z = √(R²+X²)<br><b>B:</b> Alleen R<br><b>C:</b> Alleen X<br><b>D:</b> R + X<br>","<b>✅ CORRECT ANTWOORD: Impedantie Z = √(R²+X²)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 4 - Impedantie<br>
<b>📖 Holmes:</b> Hoofdstuk 9 §9.7<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( Z = \sqrt{R^2 + X^2} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Alleen R</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Alleen X</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: R + X</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::impedantie;topic::ster-driehoek;type::berekening;prioriteit::examen-kritisch"
"<b>Fasehoek φ bereken je bij RL-kring met:</b><br><br><b>A:</b> tan φ = X_L/R<br><b>B:</b> tan φ = R/X_L<br><b>C:</b> cos φ = X_L/Z<br><b>D:</b> sin φ = R/Z<br>","<b>✅ CORRECT ANTWOORD: tan φ = X_L/R</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 3 - Inductieve reactantie<br>
<b>📖 Holmes:</b> Hoofdstuk 5 §5.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( X_L = 2\pi f L \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: tan φ = R/X_L</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: cos φ = X_L/Z</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: sin φ = R/Z</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::arbeidsfactor;type::berekening;prioriteit::examen-kritisch"
"<b>Bij Z1 = (10-20j)Ω en Z2 = (10+20j)Ω parallel geldt:</b><br><br><b>A:</b> Z_v = Z1·Z2/(Z1+Z2) = 25Ω<br><b>B:</b> Z_v = Z1 + Z2<br><b>C:</b> Z_v = 0<br><b>D:</b> Z_v = ∞<br>","<b>✅ CORRECT ANTWOORD: Z_v = Z1·Z2/(Z1+Z2) = 25Ω</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 4 - Hoekfrequentie<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.3<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \omega = 2\pi f \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Z_v = Z1 + Z2</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Z_v = 0</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Z_v = ∞</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","type::berekening;prioriteit::hoog"
"<b>In complexe rekening is j² =:</b><br><br><b>A:</b> -1<br><b>B:</b> +1<br><b>C:</b> 0<br><b>D:</b> j<br>","<b>✅ CORRECT ANTWOORD: -1</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>-1</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>+1</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>0</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>j</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::complexe-rekening;type::berekening;prioriteit::hoog"
"<b>Bij (10-20j)(10+20j) krijg je:</b><br><br><b>A:</b> 100 - 400j² = 100 + 400 = 500<br><b>B:</b> 100 - 400 = -300<br><b>C:</b> 20 - 40j<br><b>D:</b> 0<br>","<b>✅ CORRECT ANTWOORD: 100 - 400j² = 100 + 400 = 500</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>100 - 400j² = 100 + 400 = 500</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>100 - 400 = -300</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>20 - 40j</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>0</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::berekening;prioriteit::hoog"
"<b>Bij Thévenin-vervangingsschema bereken je stroom I met:</b><br><br><b>A:</b> I = U_th / (R_th + R_last)<br><b>B:</b> I = U_th / R_th<br><b>C:</b> I = U_th / R_last<br><b>D:</b> I = kortsluitstroom<br>","<b>✅ CORRECT ANTWOORD: I = U_th / (R_th + R_last)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 9 - Thévenin<br>
<b>📖 Holmes:</b> Hoofdstuk 3 §3.11<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
U_{th} serie met R_{th}<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: I = U_th / R_th</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: I = U_th / R_last</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: I = kortsluitstroom</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::thevenin;type::berekening;prioriteit::examen-kritisch"
"<b>Als U_th = 0,6V, R_th = 11kΩ, R5 = 5kΩ, dan I_R5 =:</b><br><br><b>A:</b> 37,5 µA<br><b>B:</b> 54,5 µA<br><b>C:</b> 120 µA<br><b>D:</b> 60 mA<br>","<b>✅ CORRECT ANTWOORD: 37,5 µA</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 4 - Hoekfrequentie<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.3<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \omega = 2\pi f \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: 54,5 µA</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: 120 µA</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: 60 mA</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","type::berekening;prioriteit::hoog"
