Front,Back,Tags
"Een driefase motor in driehoek op 400V lijnspanning trekt 20A lijnstroom. Bereken fasestroom en vermogen bij cos φ = 0.85.","<b>Driehoek configuratie:</b><br>\( I_{fase} = \frac{I_{lijn}}{\sqrt{3}} = \frac{20}{1.732} = 11.5 \text{ A} \)<br><br><b>Spanning:</b><br>In driehoek: Ufase = Ulijn = 400V<br><br><b>Vermogen (driefase):</b><br>\( P = \sqrt{3} \cdot U_{lijn} \cdot I_{lijn} \cdot \cos\phi \)<br>\( P = 1.732 \cdot 400 \cdot 20 \cdot 0.85 = 11.8 \text{ kW} \)<br><br><b>Controle:</b><br>Per fase: Pfase = Ufase × Ifase × cos φ = 400 × 11.5 × 0.85 = 3.91kW<br>Totaal: 3 × 3.91 = 11.7kW ✓<br><br><b>Antwoord:</b> Ifase = 11.5A, P = 11.8kW","driefase;driehoek;motor;vermogen;niveau-gevorderd;examen-kritisch;type-rekenen"
"Bereken condensatoren in serie: C1 = 20µF, C2 = 30µF, C3 = 60µF. Wat is Cv?","<b>Formule serie (zoals weerstanden parallel):</b><br>\( \frac{1}{C_v} = \frac{1}{C_1} + \frac{1}{C_2} + \frac{1}{C_3} \)<br><br><b>Berekening:</b><br>\( \frac{1}{C_v} = \frac{1}{20} + \frac{1}{30} + \frac{1}{60} \)<br><br><b>Gemeenschappelijke noemer (60):</b><br>\( \frac{1}{C_v} = \frac{3}{60} + \frac{2}{60} + \frac{1}{60} = \frac{6}{60} = \frac{1}{10} \)<br><br>\( C_v = 10 \text{ µF} \)<br><br><b>Controle:</b> Cv < kleinste C (hier 20µF) ✓<br><br><b>Opmerking:</b> Serie condensatoren: Cv altijd kleiner dan kleinste!<br><br><b>Antwoord:</b> 10µF","condensator;serie;capaciteit;formule;niveau-basis;type-rekenen"
"Bereken het vermogen gedissipeerd in een 50Ω weerstand bij spanning 230V.","<b>Formule:</b> \( P = \frac{U^2}{R} \)<br><br><b>Berekening:</b><br>\( P = \frac{230^2}{50} = \frac{52900}{50} = 1058 \text{ W} \approx 1.06 \text{ kW} \)<br><br><b>Alternatieve methode:</b><br>Eerst stroom: \( I = \frac{U}{R} = \frac{230}{50} = 4.6 \text{ A} \)<br>Dan vermogen: \( P = U \cdot I = 230 \cdot 4.6 = 1058 \text{ W} \) ✓<br><br><b>Of via I²R:</b><br>\( P = I^2 \cdot R = 4.6^2 \cdot 50 = 21.16 \cdot 50 = 1058 \text{ W} \) ✓<br><br><b>Antwoord:</b> 1058W ≈ 1.06kW","vermogen;weerstand;dissipatie;warmte;niveau-basis;type-rekenen"
"Bij welke belasting is het rendement maximaal voor een Thévenin equivalent met Rth = 10Ω en Uo = 12V? Wat is het maximale nuttige vermogen?","<b>Voorwaarde maximaal vermogen:</b><br>\( R_{load} = R_{th} = 10 \text{ Ω} \)<br><br><b>Stroom bij matching:</b><br>\( I = \frac{U_o}{R_{th} + R_{load}} = \frac{12}{10 + 10} = 0.6 \text{ A} \)<br><br><b>Vermogen in belasting:</b><br>\( P_{load} = I^2 \cdot R_{load} = 0.6^2 \cdot 10 = 3.6 \text{ W} \)<br><br><b>Totaal vermogen:</b><br>\( P_{totaal} = I^2 \cdot (R_{th} + R_{load}) = 0.6^2 \cdot 20 = 7.2 \text{ W} \)<br><br><b>Rendement bij matching:</b><br>\( \eta = \frac{P_{load}}{P_{totaal}} = \frac{3.6}{7.2} = 0.5 = 50\% \)<br><br><b>Antwoord:</b> Rload = 10Ω; Pmax = 3.6W bij η = 50%","thevenin;maximaal-vermogen;impedantie-aanpassing;rendement;niveau-gevorderd;type-rekenen"
"Bereken de impedantie van een ideale spoel L = 50mH en condensator C = 100µF in serie bij f = 50Hz. Is de totale impedantie inductief of capacitief?","<b>Stap 1 - Reactanties:</b><br>\( X_L = 2\pi f L = 2\pi \cdot 50 \cdot 0.05 = 15.7 \text{ Ω} \)<br>\( X_C = \frac{1}{2\pi f C} = \frac{1}{2\pi \cdot 50 \cdot 100 \times 10^{-6}} = 31.8 \text{ Ω} \)<br><br><b>Stap 2 - Netto reactantie:</b><br>XL en XC heffen elkaar gedeeltelijk op:<br>\( X_{netto} = X_L - X_C = 15.7 - 31.8 = -16.1 \text{ Ω} \)<br><br><b>Stap 3 - Impedantie (R = 0):</b><br>\( Z = 0 - 16.1j \)<br>\( |Z| = 16.1 \text{ Ω} \)<br><br><b>Conclusie:</b> Negatief imaginair → capacitief<br>XC > XL → condensator domineert bij 50Hz<br><br><b>Antwoord:</b> |Z| = 16.1Ω, capacitief","LC-serie;impedantie;reactantie;capacitief-inductief;niveau-gemiddeld;type-rekenen"
"Een symmetrische driefase belasting in ster heeft per fase R = 20Ω. Lijnspanning 400V. Bereken lijnstroom en totaal vermogen.","<b>Stap 1 - Fasespanning:</b><br>\( U_{fase} = \frac{U_{lijn}}{\sqrt{3}} = \frac{400}{1.732} = 231 \text{ V} \)<br><br><b>Stap 2 - Fasestroom:</b><br>\( I_{fase} = \frac{U_{fase}}{R} = \frac{231}{20} = 11.55 \text{ A} \)<br><br><b>Stap 3 - Lijnstroom:</b><br>In ster: Ilijn = Ifase = 11.55A<br><br><b>Stap 4 - Vermogen per fase:</b><br>\( P_{fase} = U_{fase} \cdot I_{fase} = 231 \cdot 11.55 = 2668 \text{ W} \)<br><br><b>Stap 5 - Totaal vermogen:</b><br>\( P_{totaal} = 3 \cdot P_{fase} = 3 \cdot 2668 = 8004 \text{ W} \approx 8 \text{ kW} \)<br><br><b>Controle:</b> \( P = \sqrt{3} U_L I_L \cos\phi = 1.732 \cdot 400 \cdot 11.55 \cdot 1 = 8004 \text{ W} \) ✓<br><br><b>Antwoord:</b> Ilijn = 11.55A, P = 8kW","driefase;ster;resistief;vermogen;niveau-gemiddeld;examen-kritisch;type-rekenen"
"Bereken de spanning over een 10kΩ weerstand in serie met een 5kΩ weerstand als totale spanning 30V is.","<b>Spanningsdeling:</b><br>\( U_{10k} = \frac{R_{10k}}{R_{10k} + R_{5k}} \cdot U_{totaal} \)<br><br><b>Berekening:</b><br>\( U_{10k} = \frac{10000}{10000 + 5000} \cdot 30 = \frac{10000}{15000} \cdot 30 = \frac{2}{3} \cdot 30 = 20 \text{ V} \)<br><br><b>Spanning over 5kΩ:</b><br>\( U_{5k} = \frac{5000}{15000} \cdot 30 = \frac{1}{3} \cdot 30 = 10 \text{ V} \)<br><br><b>Controle:</b> 20 + 10 = 30V ✓<br><br><b>Vuistregel:</b> Spanning verdeelt zich proportioneel met weerstand.<br><br><b>Antwoord:</b> 20V over 10kΩ, 10V over 5kΩ","spanningsdeling;serie;weerstand;formule;niveau-basis;type-rekenen"
"Een belasting neemt 15A op bij cos φ = 0.6. Hoeveel blindstroom (reactief) stroomt er?","<b>Gegeven:</b><br>- Totale stroom (schijnbaar): I = 15A<br>- cos φ = 0.6<br><br><b>Stap 1 - Actieve stroom:</b><br>\( I_p = I \cdot \cos\phi = 15 \cdot 0.6 = 9 \text{ A} \)<br><br><b>Stap 2 - Fasehoek:</b><br>\( \phi = \cos^{-1}(0.6) = 53.1° \)<br>\( \sin\phi = \sin(53.1°) = 0.8 \)<br><br><b>Stap 3 - Blindstroom:</b><br>\( I_q = I \cdot \sin\phi = 15 \cdot 0.8 = 12 \text{ A} \)<br><br><b>Alternatief (Pythagoras):</b><br>\( I_q = \sqrt{I^2 - I_p^2} = \sqrt{15^2 - 9^2} = \sqrt{225 - 81} = \sqrt{144} = 12 \text{ A} \)<br><br><b>Controle:</b> √(9² + 12²) = √(81+144) = √225 = 15A ✓<br><br><b>Antwoord:</b> 12A blindstroom","blindstroom;stroom-componenten;cosphi;driehoek;niveau-gemiddeld;type-rekenen"
"Een parallel RC-kring heeft R = 100Ω, C = 10µF op 230V/50Hz. Bereken de totale stroom en cos φ.","<b>Stap 1 - Stroom door R:</b><br>\( I_R = \frac{U}{R} = \frac{230}{100} = 2.3 \text{ A} \)<br><br><b>Stap 2 - Capacitieve reactantie:</b><br>\( X_C = \frac{1}{2\pi f C} = \frac{1}{2\pi \cdot 50 \cdot 10 \times 10^{-6}} = 318 \text{ Ω} \)<br><br><b>Stap 3 - Stroom door C:</b><br>\( I_C = \frac{U}{X_C} = \frac{230}{318} = 0.72 \text{ A} \)<br><br><b>Stap 4 - Totale stroom (fasor):</b><br>\( I_{totaal} = \sqrt{I_R^2 + I_C^2} = \sqrt{2.3^2 + 0.72^2} = \sqrt{5.29 + 0.52} = 2.41 \text{ A} \)<br><br><b>Stap 5 - cos φ:</b><br>\( \cos\phi = \frac{I_R}{I_{totaal}} = \frac{2.3}{2.41} = 0.95 \)<br><br><b>Antwoord:</b> Itotaal = 2.41A, cos φ = 0.95","parallel;RC-kring;stroom;cosphi;niveau-gevorderd;type-rekenen"
"Bereken de energie opgeslagen in een condensator C = 1000µF bij spanning U = 400V.","<b>Formule:</b> \( W_C = \frac{1}{2} C U^2 \)<br><br><b>Berekening:</b><br>\( W_C = \frac{1}{2} \cdot 1000 \times 10^{-6} \cdot 400^2 \)<br>\( W_C = 0.0005 \cdot 160000 = 80 \text{ J} \)<br><br><b>Controle eenheden:</b><br>[F] × [V²] = [C/V] × [V²] = [C·V] = [J] ✓<br><br><b>Praktische betekenis:</b><br>80J is genoeg energie om iemand te elektrocuteren - altijd ontladen voor onderhoud!<br><br><b>Analogie:</b> \( W_L = \frac{1}{2} L I^2 \) voor spoel<br><br><b>Antwoord:</b> 80 Joule","energie;condensator;opslag;gevaar;niveau-gemiddeld;type-rekenen"
"Twee transformatoren in cascade: eerste n1 = 10 (step-down), tweede n2 = 0.5 (step-up). Ingang 6000V. Bereken uitgangsspanning.","<b>Transformator 1 (step-down):</b><br>\( \frac{U_1}{U_2} = n_1 = 10 \)<br>\( U_2 = \frac{U_1}{n_1} = \frac{6000}{10} = 600 \text{ V} \)<br><br><b>Transformator 2 (step-up):</b><br>\( \frac{U_2}{U_3} = n_2 = 0.5 \)<br>\( U_3 = \frac{U_2}{n_2} = \frac{600}{0.5} = 1200 \text{ V} \)<br><br><b>Totale verhouding:</b><br>\( n_{totaal} = n_1 \cdot n_2 = 10 \cdot 0.5 = 5 \)<br>\( U_3 = \frac{U_1}{n_{totaal}} = \frac{6000}{5} = 1200 \text{ V} \) ✓<br><br><b>Opmerking:</b> n < 1 betekent step-up (spanning omhoog)<br><br><b>Antwoord:</b> 1200V","transformator;cascade;wikkelverhouding;step-up-down;niveau-gemiddeld;type-rekenen"
"Bereken de minimale aderdikte voor een kabel: lengte 25m heen + 25m terug = 50m, maximale weerstand 0.25Ω, ρ = 0.0178 Ωmm²/m.","<b>Formule:</b> \( R = \rho \frac{l}{A} \)<br><br><b>Herschrijven naar A:</b><br>\( A = \rho \frac{l}{R} \)<br><br><b>Berekening:</b><br>\( A = 0.0178 \cdot \frac{50}{0.25} = 0.0178 \cdot 200 = 3.56 \text{ mm}^2 \)<br><br><b>Standaard kabelmaten:</b><br>1.5, 2.5, 4, 6, 10, 16, 25 mm²<br><br><b>Keuze:</b> Eerstvolgende standaard groter dan 3.56mm² → 4mm²<br><br><b>Controle met 4mm²:</b><br>\( R = 0.0178 \cdot \frac{50}{4} = 0.223 \text{ Ω} \) < 0.25Ω ✓<br><br><b>Antwoord:</b> Minimaal 4mm²","aderdikte;kabel;dimensionering;standaard;niveau-gemiddeld;examen-kritisch;type-rekenen"
"Een RL-serie kring heeft L = 0.1H, R = 50Ω. Bij welke frequentie is XL = R?","<b>Voorwaarde:</b> \( X_L = R \)<br><br><b>Formule:</b> \( 2\pi f L = R \)<br><br><b>Oplossen naar f:</b><br>\( f = \frac{R}{2\pi L} = \frac{50}{2\pi \cdot 0.1} = \frac{50}{0.628} = 79.6 \text{ Hz} \)<br><br><b>Bij deze frequentie:</b><br>- Impedantie: \( |Z| = \sqrt{R^2 + X_L^2} = \sqrt{50^2 + 50^2} = 50\sqrt{2} = 70.7 \text{ Ω} \)<br>- Fasehoek: φ = 45° (tan φ = XL/R = 1)<br>- cos φ = 1/√2 = 0.707<br><br><b>Betekenis:</b> Bij deze frequentie zijn resistieve en reactieve componenten gelijk.<br><br><b>Antwoord:</b> f = 79.6Hz (≈ 80Hz)","RL-kring;frequentie;reactantie;gelijkheid;niveau-gemiddeld;type-rekenen"
"Bereken de kortsluitstroom in een schakeling met spanningsbron U = 12V en interne weerstand Ri = 0.5Ω.","<b>Kortsluiting betekent:</b> Rload = 0Ω (klemmen direct verbonden)<br><br><b>Totale weerstand:</b><br>Rtotaal = Ri = 0.5Ω (alleen interne weerstand)<br><br><b>Wet van Ohm:</b><br>\( I_k = \frac{U}{R_i} = \frac{12}{0.5} = 24 \text{ A} \)<br><br><b>Vermogen gedissipeerd in Ri:</b><br>\( P_i = I_k^2 \cdot R_i = 24^2 \cdot 0.5 = 288 \text{ W} \)<br><br><b>Gevaar:</b><br>Zeer hoge stroom en vermogen → oververhitting, schade, vonken!<br><br><b>Thévenin context:</b> Ik wordt gebruikt om Rth te bepalen<br><br><b>Antwoord:</b> 24A","kortsluitstroom;interne-weerstand;thevenin;gevaar;niveau-basis;type-rekenen"
"Een belasting heeft P = 5kW en Q = 3kvar (inductief). Bereken S, cos φ en de stroom bij U = 230V.","<b>Stap 1 - Schijnbaar vermogen:</b><br>\( S = \sqrt{P^2 + Q^2} = \sqrt{5^2 + 3^2} = \sqrt{25 + 9} = \sqrt{34} = 5.83 \text{ kVA} \)<br><br><b>Stap 2 - Arbeidsfactor:</b><br>\( \cos\phi = \frac{P}{S} = \frac{5}{5.83} = 0.86 \)<br><br><b>Stap 3 - Stroom:</b><br>\( I = \frac{S}{U} = \frac{5830}{230} = 25.3 \text{ A} \)<br><br><b>Controle via P:</b><br>\( I = \frac{P}{U \cos\phi} = \frac{5000}{230 \cdot 0.86} = 25.3 \text{ A} \) ✓<br><br><b>Fasehoek:</b> φ = cos⁻¹(0.86) = 30.7° (inductief)<br><br><b>Antwoord:</b> S = 5.83kVA, cos φ = 0.86, I = 25.3A","vermogen;stroom;berekening;volledig;niveau-gevorderd;examen-kritisch;type-rekenen"
"Bereken de totale capaciteit van C1 = 10µF (serie) met parallel combinatie van C2 = 20µF en C3 = 30µF.","<b>Stap 1 - Parallel deel:</b><br>C23 = C2 + C3 = 20 + 30 = 50µF<br><br><b>Stap 2 - Serie met C1:</b><br>\( \frac{1}{C_{totaal}} = \frac{1}{C_1} + \frac{1}{C_{23}} = \frac{1}{10} + \frac{1}{50} \)<br><br>\( \frac{1}{C_{totaal}} = \frac{5}{50} + \frac{1}{50} = \frac{6}{50} \)<br><br>\( C_{totaal} = \frac{50}{6} = 8.33 \text{ µF} \)<br><br><b>Alternatieve formule (twee condensatoren serie):</b><br>\( C_{totaal} = \frac{C_1 \cdot C_{23}}{C_1 + C_{23}} = \frac{10 \cdot 50}{10 + 50} = \frac{500}{60} = 8.33 \text{ µF} \) ✓<br><br><b>Antwoord:</b> 8.33µF","condensator;serie-parallel;gemengd;berekening;niveau-gemiddeld;type-rekenen"
"Een Norton equivalent heeft IN = 2A, RN = 8Ω. Bepaal het equivalente Thévenin model.","<b>Thévenin en Norton zijn equivalent:</b><br><br><b>Weerstand:</b><br>RTH = RN = 8Ω (onveranderd)<br><br><b>Spanning:</b><br>\( U_{TH} = I_N \cdot R_N = 2 \cdot 8 = 16 \text{ V} \)<br><br><b>Controle:</b><br>Norton: stroombron 2A parallel met 8Ω<br>Thévenin: spanningsbron 16V serie met 8Ω<br><br><b>Bij kortsluiting (beide):</b><br>- Norton: IK = 2A (direct)<br>- Thévenin: IK = 16/8 = 2A ✓<br><br><b>Bij open klem (beide):</b><br>- Norton: Uo = 2 × 8 = 16V<br>- Thévenin: Uo = 16V ✓<br><br><b>Antwoord:</b> UTH = 16V, RTH = 8Ω","norton;thevenin;conversie;equivalent;niveau-gemiddeld;examen-kritisch;type-rekenen"
"Bij welke koppelfactor k spreken we van een 'goede' transformator? Wat is de spreiding σ bij k = 0.98?","<b>Koppelfactor k:</b><br>Maat voor magnetische koppeling tussen primaire en secundaire winding<br>- k = 1: perfecte koppeling (geen lekflux)<br>- k = 0: geen koppeling<br><br><b>Goede transformator:</b><br>k > 0.95 (vaak 0.97-0.99)<br>Bij k ≥ 0.95: > 95% flux loopt door beide wikkelingen<br><br><b>Spreiding bij k = 0.98:</b><br>\( \sigma = 1 - k^2 = 1 - 0.98^2 = 1 - 0.9604 = 0.0396 \)<br><br>σ = 3.96% ≈ 4%<br><br><b>Betekenis:</b><br>4% van de flux is lekflux (gaat niet door beide wikkelingen)<br><br><b>Praktijk:</b> IJzerkernen geven k ≈ 0.98, luchtkern k ≈ 0.1-0.5<br><br><b>Antwoord:</b> k > 0.95 is goed; σ = 4% bij k = 0.98","koppelfactor;spreiding;transformator;kwaliteit;niveau-gemiddeld;type-rekenen"
"Bereken hoeveel euro per jaar een apparaat van 1500W kost dat 4 uur per dag aanstaat bij €0.30/kWh.","<b>Stap 1 - Dagelijks verbruik:</b><br>\( W_{dag} = P \cdot t = 1.5 \text{ kW} \cdot 4 \text{ h} = 6 \text{ kWh} \)<br><br><b>Stap 2 - Jaarlijks verbruik:</b><br>\( W_{jaar} = W_{dag} \cdot 365 = 6 \cdot 365 = 2190 \text{ kWh} \)<br><br><b>Stap 3 - Kosten:</b><br>\( \text{Kosten} = 2190 \text{ kWh} \cdot 0.30 \text{ €/kWh} = 657 \text{ €/jaar} \)<br><br><b>Per maand:</b> 657 / 12 = €54.75<br><br><b>Besparing LED (bijv. 150W):</b><br>90% minder vermogen → €591/jaar besparing!<br><br><b>Antwoord:</b> €657 per jaar","energie;kosten;praktijk;verbruik;besparing;niveau-basis;type-rekenen"
"Een ster-driehoek omzetting: drie gelijke weerstanden R = 30Ω in ster. Wat zijn de equivalente driehoek-weerstanden?","<b>Formule gelijke impedanties:</b><br>\( Z_\Delta = 3 \cdot Z_Y \)<br><br><b>Berekening:</b><br>\( R_\Delta = 3 \cdot R_Y = 3 \cdot 30 = 90 \text{ Ω} \)<br><br><b>Dus:</b> Elk van de drie driehoek-weerstanden = 90Ω<br><br><b>Controle (algemene formule):</b><br>\( R_{12} = \frac{R_1 R_2 + R_2 R_3 + R_3 R_1}{R_3} = \frac{30 \cdot 30 + 30 \cdot 30 + 30 \cdot 30}{30} = \frac{2700}{30} = 90 \text{ Ω} \) ✓<br><br><b>Omgekeerd:</b> \( R_Y = \frac{R_\Delta}{3} \)<br><br><b>Onthouden:</b> Ster × 3 = Driehoek<br><br><b>Antwoord:</b> 90Ω per driehoek-tak","ster-driehoek;transformatie;gelijke-impedanties;formule;niveau-gemiddeld;type-rekenen"
"Bereken de gemiddelde waarde (DC-component) van een zaagtandgolf tussen 0V en 10V.","<b>Definitie gemiddelde waarde:</b><br>\( U_{gem} = \frac{1}{T} \int_0^T u(t) \, dt \)<br><br><b>Voor zaagtand:</b><br>Lineair stijgend van 0 naar 10V in tijd T<br>\( u(t) = \frac{10}{T} t \)<br><br><b>Berekening:</b><br>\( U_{gem} = \frac{1}{T} \int_0^T \frac{10}{T} t \, dt = \frac{10}{T^2} \left[ \frac{t^2}{2} \right]_0^T = \frac{10}{T^2} \cdot \frac{T^2}{2} = 5 \text{ V} \)<br><br><b>Algemeen voor zaagtand:</b><br>\( U_{gem} = \frac{U_{min} + U_{max}}{2} = \frac{0 + 10}{2} = 5 \text{ V} \)<br><br><b>Verschil met RMS:</b><br>Ueff = 10/√3 = 5.77V (hoger dan gemiddelde)<br><br><b>Antwoord:</b> 5V","gemiddelde-waarde;zaagtand;DC-component;integraal;niveau-gevorderd;type-rekenen"
"Een driefase motor schakelt van driehoek naar ster. Wat gebeurt er met het vermogen (zelfde lijnspanning)?","<b>Situatie:</b> Ulijn blijft 400V<br><br><b>In driehoek:</b><br>- Ufase = Ulijn = 400V<br>- Ifase = Ilijn/√3<br>- P∆ = 3 × Ufase × Ifase = 3 × 400 × (Ilijn/√3) = √3 × 400 × Ilijn<br><br><b>In ster:</b><br>- Ufase = Ulijn/√3 = 231V<br>- Ifase = Ilijn<br>- PY = 3 × Ufase × Ifase = 3 × (400/√3) × Ilijn = √3 × 400 × Ilijn<br><br><b>MAAR:</b> Impedantie belasting blijft gelijk!<br>Bij lagere fasespanning (ster) → lagere stroom<br><br><b>Resultaat:</b><br>PY = P∆/3 (vermogen daalt naar 1/3!)<br><br><b>Praktijk:</b> Ster-driehoek starter: start in ster (laag vermogen/stroom), schakel naar driehoek (vol vermogen)<br><br><b>Antwoord:</b> Vermogen daalt naar 33% (factor 3 lager)","driefase;ster-driehoek;vermogen;motor;schakelaar;niveau-gevorderd;examen-kritisch;type-rekenen"
"Bereken bij welke frequentie een serie RLC-kring (R=10Ω, L=50mH, C=20µF) in resonantie is. Wat is Z bij resonantie?","<b>Resonantievoorwaarde:</b><br>\( X_L = X_C \)<br><br><b>Formule:</b><br>\( f_0 = \frac{1}{2\pi\sqrt{LC}} \)<br><br><b>Berekening:</b><br>\( f_0 = \frac{1}{2\pi\sqrt{0.05 \cdot 20 \times 10^{-6}}} = \frac{1}{2\pi\sqrt{10^{-6}}} = \frac{1}{2\pi \cdot 0.001} = 159 \text{ Hz} \)<br><br><b>Impedantie bij f₀:</b><br>XL en XC heffen elkaar op → Z = R = 10Ω (minimaal!)<br><br><b>Controle bij 159Hz:</b><br>XL = 2π × 159 × 0.05 = 50Ω<br>XC = 1/(2π × 159 × 20×10⁻⁶) = 50Ω ✓<br><br><b>Stroom bij resonantie:</b> Maximaal (I = U/R)<br><br><b>Antwoord:</b> f₀ = 159Hz, Z = 10Ω (=R)","resonantie;RLC-serie;frequentie;impedantie;niveau-gemiddeld;examen-kritisch;type-rekenen"
"Een motor heeft inschakelstroom 120A gedurende 0.5s, daarna nominale stroom 30A. Welke zekering (traag type): 40A, 63A, of 80A?","<b>Analyse:</b><br><br><b>Optie 40A:</b><br>- Nominale stroom 30A: OK (30 < 40)<br>- Inschakelstroom 120A: zekering kan kappen (afhankelijk van traagheid)<br>- Risico: vals alarm bij inschakelen<br><br><b>Optie 63A:</b><br>- Nominale stroom 30A: OK (veilige marge)<br>- Inschakelstroom 120A: trage zekering kan 3-4× In kortstondig verdragen<br>- 63 × 4 = 252A gedurende <1s → 120A/0.5s OK<br>- Beste keuze!<br><br><b>Optie 80A:</b><br>- Te ruim: biedt onvoldoende beveiliging bij overbelasting<br>- Motor mag maximaal 30A trekken (niet 80A)<br><br><b>Vuistregel:</b> In,zekering ≈ 1.5-2 × In,motor<br><br><b>Antwoord:</b> 63A (traag type)","zekering;inschakelstroom;motor;beveiliging;praktijk;niveau-gemiddeld;type-rekenen"
"Een driefasensysteem (400V lijn, ster) voedt een symmetrische belasting van 15kW bij cos φ = 0.85. Bereken de lijnstroom en de fasestroom.","<b>Gegeven:</b><br>- Ulijn = 400V (ster)<br>- Ptotaal = 15kW<br>- cos φ = 0.85<br><br><b>Stap 1 - Lijnstroom via totaal vermogen:</b><br>\( P = \sqrt{3} \cdot U_{lijn} \cdot I_{lijn} \cdot \cos\phi \)<br><br>\( I_{lijn} = \frac{P}{\sqrt{3} \cdot U_{lijn} \cdot \cos\phi} = \frac{15000}{1.732 \cdot 400 \cdot 0.85} = \frac{15000}{589} = 25.5 \text{ A} \)<br><br><b>Stap 2 - Fasestroom in ster:</b><br>In ster-configuratie: Ifase = Ilijn = 25.5 A<br><br><b>Waarom?</b><br>In ster loopt dezelfde stroom door fase en lijn (serie-verbinding).<br><br><b>Controle via fasevermogen:</b><br>Ufase = 400/√3 = 231V<br>Pfase = 231 × 25.5 × 0.85 = 5000W<br>3 × 5000W = 15kW ✓<br><br><b>Antwoord:</b> Ilijn = Ifase = 25.5A","driefase;vermogen;stroom;ster;praktijk;niveau-gevorderd;examen-kritisch;type-rekenen"
"Een belasting heeft actief vermogen P = 8kW en arbeidsfactor cos φ = 0.70 (inductief). Welke condensator is nodig om cos φ te verbeteren naar 0.95? (230V, 50Hz)","<b>Stap 1 - Huidige situatie:</b><br>cos φ₁ = 0.70 → φ₁ = 45.6°<br>\( \tan\phi_1 = \tan(45.6°) = 1.02 \)<br>\( Q_1 = P \cdot \tan\phi_1 = 8000 \cdot 1.02 = 8160 \text{ VAR} \)<br><br><b>Stap 2 - Gewenste situatie:</b><br>cos φ₂ = 0.95 → φ₂ = 18.2°<br>\( \tan\phi_2 = \tan(18.2°) = 0.33 \)<br>\( Q_2 = P \cdot \tan\phi_2 = 8000 \cdot 0.33 = 2640 \text{ VAR} \)<br><br><b>Stap 3 - Benodigde compensatie:</b><br>\( Q_C = Q_1 - Q_2 = 8160 - 2640 = 5520 \text{ VAR} \)<br><br><b>Stap 4 - Capaciteit:</b><br>\( Q_C = \frac{U^2}{X_C} = U^2 \cdot 2\pi f C \)<br>\( C = \frac{Q_C}{U^2 \cdot 2\pi f} = \frac{5520}{230^2 \cdot 2\pi \cdot 50} = \frac{5520}{16619280} = 332 \text{ µF} \)<br><br><b>Antwoord:</b> 332µF compensatiecondensator","blindvermogen;compensatie;condensator;cosphi-verbetering;praktijk;niveau-gevorderd;examen-kritisch;type-rekenen"
"Een parallel RLC-kring heeft R = 100Ω, L = 0.2H, C = 50µF bij f = 50Hz. Bereken de totale admittantie en impedantie van de kring.","<b>Stap 1 - Reactanties:</b><br>\( X_L = 2\pi f L = 2\pi \cdot 50 \cdot 0.2 = 62.8 \text{ Ω} \)<br>\( X_C = \frac{1}{2\pi f C} = \frac{1}{2\pi \cdot 50 \cdot 50 \times 10^{-6}} = 63.7 \text{ Ω} \)<br><br><b>Stap 2 - Susceptanties:</b><br>\( B_L = -\frac{1}{X_L} = -\frac{1}{62.8} = -0.0159 \text{ S} \) (inductief, negatief)<br>\( B_C = \frac{1}{X_C} = \frac{1}{63.7} = 0.0157 \text{ S} \) (capacitief, positief)<br><br><b>Stap 3 - Totale admittantie:</b><br>\( G = \frac{1}{R} = 0.01 \text{ S} \)<br>\( B = B_C + B_L = 0.0157 - 0.0159 = -0.0002 \text{ S} \)<br>\( Y = \sqrt{G^2 + B^2} = \sqrt{0.01^2 + 0.0002^2} = 0.0100 \text{ S} \)<br><br><b>Stap 4 - Impedantie:</b><br>\( Z = \frac{1}{Y} = \frac{1}{0.0100} = 100 \text{ Ω} \)<br><br><b>Opmerking:</b> Bijna resonantie (XL ≈ XC), dus Z ≈ R<br><br><b>Antwoord:</b> Y = 0.01S, Z = 100Ω","RLC-parallel;admittantie;impedantie;complexe-berekening;niveau-gevorderd;type-rekenen"
"Een transformator (10kVA, 2300/230V) heeft koperverlies Pcu = 150W en ijzerverlies Pfe = 100W bij nominaal vermogen en cos φ = 0.80. Bereken het rendement.","<b>Gegeven:</b><br>- Sn = 10kVA<br>- cos φ = 0.80<br>- Pcu = 150W (belastingafhankelijk)<br>- Pfe = 100W (constant)<br><br><b>Stap 1 - Nuttig vermogen (output):</b><br>\( P_{uit} = S \cdot \cos\phi = 10000 \cdot 0.80 = 8000 \text{ W} \)<br><br><b>Stap 2 - Totaal verlies:</b><br>\( P_{verlies} = P_{cu} + P_{fe} = 150 + 100 = 250 \text{ W} \)<br><br><b>Stap 3 - Opgenomen vermogen (input):</b><br>\( P_{in} = P_{uit} + P_{verlies} = 8000 + 250 = 8250 \text{ W} \)<br><br><b>Stap 4 - Rendement:</b><br>\( \eta = \frac{P_{uit}}{P_{in}} \times 100\% = \frac{8000}{8250} \times 100\% = 97.0\% \)<br><br><b>Alternatief:</b><br>\( \eta = \frac{P_{uit}}{P_{uit} + P_{verlies}} = \frac{8000}{8000 + 250} = 0.970 = 97.0\% \)<br><br><b>Antwoord:</b> 97.0% rendement","transformator;rendement;verliezen;praktijk;niveau-gemiddeld;examen-kritisch;type-rekenen"
